"Year","Grouping","Country","variable","value"
2022,"DWFN","El Salvador","Fleet_catch_in_national_waters_of_FFA_members",1338
2023,"DWFN","El Salvador","Fleet_catch_in_national_waters_of_FFA_members",1581
1997,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"DWFN","Indonesia","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",110197
1998,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",124283
1999,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",113832
2000,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",116276
2001,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",135827
2002,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",135557
2003,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",134057
2004,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",106534
2005,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",126574
2006,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",143424
2007,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",136254
2008,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",168098
2009,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",148399
2010,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",221373
2011,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",184262
2012,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",209987
2013,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",187086
2014,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",179431
2015,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",158591
2016,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",161155
2017,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",150331
2018,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",173522
2019,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",174963
2020,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",155031
2021,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",140953
2022,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",150482
2023,"DWFN","Japan","Fleet_catch_in_national_waters_of_FFA_members",137671
1997,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",124567
1998,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",159777
1999,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",99540
2000,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",159209
2001,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",150779
2002,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",179306
2003,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",162164
2004,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",165826
2005,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",174070
2006,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",239691
2007,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",223336
2008,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",209998
2009,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",219606
2010,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",278145
2011,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",213556
2012,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",269640
2013,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",230614
2014,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",273292
2015,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",269219
2016,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",272449
2017,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",243157
2018,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",260586
2019,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",305110
2020,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",243554
2021,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",225310
2022,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",227381
2023,"DWFN","Korea","Fleet_catch_in_national_waters_of_FFA_members",226718
1997,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",32955
1998,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",43010
1999,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",31226
2000,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",35457
2001,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",25652
2002,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",28187
2003,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",27611
2004,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",28798
2005,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",30061
2006,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",31625
2007,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",34060
2008,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",49203
2009,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",61023
2010,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",73300
2011,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",80725
2012,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",110138
2013,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",84717
2014,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",106980
2015,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",75214
2016,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",71393
2017,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",30011
2018,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",11391
2019,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",6685
2020,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",28162
2021,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"DWFN","Philippines","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"DWFN","Portugal","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"DWFN","Senegal","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",2091
2001,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",1476
2005,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",10120
2008,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",12970
2009,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",12235
2010,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",17234
2011,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",23074
2012,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",14281
2013,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",23549
2014,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",19319
2015,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",13912
2016,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",836
2018,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",2441
2019,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",2651
2020,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",1349
2021,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",453
2022,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",526
2023,"DWFN","Spain","Fleet_catch_in_national_waters_of_FFA_members",1418
1997,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",133401
1998,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",181255
1999,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",138813
2000,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",198262
2001,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",174952
2002,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",206864
2003,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",168297
2004,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",158352
2005,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",173584
2006,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",190193
2007,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",200217
2008,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",178043
2009,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",167391
2010,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",203052
2011,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",188218
2012,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",216106
2013,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",223086
2014,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",242862
2015,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",193589
2016,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",195304
2017,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",176455
2018,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",200468
2019,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",236548
2020,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",175790
2021,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",215006
2022,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",211338
2023,"DWFN","Taiwan","Fleet_catch_in_national_waters_of_FFA_members",175361
1997,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"DWFN","Vietnam","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2006,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2007,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2008,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2009,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2010,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2011,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2013,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2014,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2015,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2016,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2017,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2021,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2022,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
2023,"FFA Member","Australia","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2001,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2002,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2003,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2004,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2005,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",108
2006,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",211
2007,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",203
2008,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",244
2009,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",254
2010,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",229
2011,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",0
2012,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",62
2013,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",150
2014,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",173
2015,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",207
2016,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",146
2017,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",232
2018,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",676
2019,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",1235
2020,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",807
2021,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",530
2022,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",825
2023,"FFA Member","Cook Islands","Fleet_catch_in_national_waters_of_FFA_members",0
1997,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",43
1999,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",168
2000,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",1145
2001,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",670
2002,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",1524
2003,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",2062
2004,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",4119
2005,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",4381
2006,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",5272
2007,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",3226
2008,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",5042
2009,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",6725
2010,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",2458
2011,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",6771
2012,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",5363
2013,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",5020
2014,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",3608
2015,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",1752
2016,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",4488
2017,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",4420
2018,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",2834
2019,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",4037
2020,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",2520
2021,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",1833
2022,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",1970
2023,"FFA Member","Fiji","Fleet_catch_in_national_waters_of_FFA_members",1594
1997,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
1998,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
1999,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
2000,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",3263
2001,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",7103
2002,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",21479
2003,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",12527
2004,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",15162
2005,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",11498
2006,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",14463
2007,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",19524
2008,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",16315
2009,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",16673
2010,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",16543
2011,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",11448
2012,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",9465
2013,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",12072
2014,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",10339
2015,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",1757
2016,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",2127
2017,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
2018,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
2019,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
2020,"FFA Member","New Zealand","Fleet_catch_in_national_waters_of_FFA_members",0
