"Species","reporter_desc","Year","flow_desc","Total_Gross_Wgt","Total_Net_Wgt","Total_Domestic_Currency_FOBValue","Total_Domestic_Currency_CIFValue","Total_Domestic_Currency_PrimaryValue","Domestic_Price"
"Yellow Fin","Madagascar",2013,"Import",0,6440572,0,35688187961.0574,16.213255442,2.51736265691929
"Big Eye","Madagascar",2013,"Export",0,34580.54,603794140.791383,0,0.274818945,7.94721380869125
"Tuna N.E.C","Madagascar",2013,"Import",0,1455967,0,7414744483.04711,3.368627658,2.31367033593481
"Yellow Fin","Madagascar",2013,"Export",0,981227.55,6537887253.09102,0,2.997802653,3.05515540508417
"Tuna N.E.C","Malaysia",2013,"Import",0,1204473.74,0,12155415.0007518,3.808444911,3.16191610038754
"Tuna N.E.C","Malaysia",2013,"Export",0,93029.49,451322.001769218,0,0.144752812,1.55598845054402
"Yellow Fin","Malaysia",2013,"Import",0,194976.49,0,2560101.00231231,0.810876228,4.15884103770665
"Yellow Fin","Malaysia",2013,"Export",0,84681.95,724032.001081625,0,0.232037193,2.74010214691561
"Blue Fin","Malaysia",2013,"Import",0,667.26,0,62564.0002307243,0.019611941,29.3917528399724
"Albacore","Malaysia",2013,"Import",0,122129.4,0,873931.999367242,0.276569564,2.26456171896366
"Blue Fin","Malta",2013,"Export",0,5162000,86133839.9997739,0,116.295780246,22.5292096563348
"Albacore","Malta",2013,"Import",0,700,0,3300,0.00438504,6.26434285714286
"Big Eye","Mauritius",2013,"Import",0,8302417,0,580258818.028693,18.909154649,2.27754817049059
"Tuna N.E.C","Mauritius",2013,"Import",0,467960,0,46719033.9919448,1.524257969,3.2572398687922
"Albacore","Mauritius",2013,"Import",0,129594,0,5899602.02014995,0.193651006,1.49428990539686
"Yellow Fin","Mauritius",2013,"Export",0,2748194,213831551.025615,0,6.965370131,2.53452635840119
"Yellow Fin","Mauritius",2013,"Import",0,43516114,0,3307732981.97403,107.618345232,2.47306883220317
"Big Eye","Mexico",2013,"Import",0,659686.06,0,1642953,1.642953,2.49050737861582
"Yellow Fin","Mexico",2013,"Import",0,3655799.8,0,9857878,9.857878,2.69650378557382
"Blue Fin","Mexico",2013,"Export",0,4883396.336,70413135,0,70.413135,14.4188859873855
"Blue Fin","Mexico",2013,"Import",0,50,0,1620,0.00162,32.4
"Yellow Fin","Mexico",2013,"Export",0,10776213.646,36795501,0,36.795501,3.4145110897702
"Yellow Fin","Morocco",2013,"Import",0,173966.7,0,3468707.99639141,0.413844811,2.37887372123516
"Tuna N.E.C","Netherlands",2013,"Export",0,33540,152170.998898919,0,0.202442531,6.03585363744782
"Yellow Fin","Netherlands",2013,"Export",0,247667.13,5698790.99505698,0,7.571652819,30.5718922773482
"Tuna N.E.C","Netherlands",2013,"Import",0,117004,0,187474.998084827,0.248385781,2.1228828159721
"Yellow Fin","Netherlands",2013,"Import",0,387592.442,0,2178507.00062596,2.890336037,7.45715273003182
"Blue Fin","Netherlands",2013,"Export",0,36111,218935.997122594,0,0.290353325,8.04057835562571
"Albacore","Netherlands",2013,"Export",0,34545.633,233544.000480905,0,0.309662043,8.96385493934935
"Tuna N.E.C","Aruba",2013,"Import",0,2307,0,67588.9997297099,0.037759203,16.3672314694408
"Albacore","Aruba",2013,"Import",0,50981,0,483125.996359139,0.269902686,5.29418187167768
"Big Eye","New Caledonia",2013,"Export",0,36556,20173900.0189764,0,0.21218027,5.80425292701608
"Yellow Fin","New Caledonia",2013,"Export",0,224864,104201199.822342,0,1.101666793,4.89925818717091
"Albacore","New Caledonia",2013,"Export",0,499381,136970600.170717,0,1.459200707,2.92201887336523
"Albacore","New Zealand",2013,"Import",0,128655,0,203867.002384718,0.164286118,1.27695089969298
"Yellow Fin","New Zealand",2013,"Import",0,223383,0,1592817.00322231,1.308751218,5.85877715851251
"Yellow Fin","New Zealand",2013,"Export",0,244991,682541.000055747,0,0.561635675,2.29247472356127
"Big Eye","New Zealand",2013,"Import",0,25538,0,187565.003774961,0.154447371,6.04774731772261
"Blue Fin","New Zealand",2013,"Export",0,739481,12647730.997457,0,10.099651691,13.6577568470319
"Albacore","New Zealand",2013,"Export",0,2883149,9620159.00193596,0,7.981728822,2.768406635245
"Tuna N.E.C","New Zealand",2013,"Export",0,57855,451014.998744356,0,0.376100813,6.50074864748077
"Big Eye","New Zealand",2013,"Export",0,155669,4200384.00025118,0,3.460308955,22.2286322581889
"Blue Fin","Norway",2013,"Import",0,5790,0,1519248.99374143,0.259967932,44.8994701208981
"Yellow Fin","Norway",2013,"Export",0,809,134720.00109072,0,0.023830747,29.4570420271941
"Yellow Fin","Norway",2013,"Import",0,22297,0,3583137.99129243,0.608537604,27.2923534107728
"Tuna N.E.C","Pakistan",2013,"Export",0,1236328,273713651.215413,0,2.667855392,2.15788641202011
"Yellow Fin","Panama",2013,"Export",2165471,2092080,6140150,0,6.14015,2.93494990631333
"Yellow Fin","Panama",2013,"Import",58324,57738,0,313778,0.313778,5.43451453115799
"Blue Fin","Panama",2013,"Import",6775,6775,0,31053,0.031053,4.58346863468635
"Blue Fin","Peru",2013,"Import",0,191469.89,359898.3,373694.9,0.3736949,1.95171627246456
"Yellow Fin","Peru",2013,"Import",0,1172800.34,2997067.5,3130282.43,3.13028243,2.6690667825011
"Yellow Fin","Peru",2013,"Export",0,407499.52,1531207.06,0,1.53120706,3.7575677635154
"Tuna N.E.C","Philippines",2013,"Import",0,6250426,0,8997895,8.997895,1.4395650792442
"Yellow Fin","Philippines",2013,"Export",0,17902412,98400972,0,98.400972,5.49652035714517
"Yellow Fin","Philippines",2013,"Import",0,22350111,0,36525801,36.525801,1.63425591040689
"Tuna N.E.C","Poland",2013,"Import",0,5581,0,80798.9995507816,0.093403945,16.736058950009
"Yellow Fin","Poland",2013,"Import",0,39365,0,346380.999262751,0.350294868,8.89863757144671
"Tuna N.E.C","Poland",2013,"Export",0,12476,71543.0005890878,0,0.082387071,6.60364467778134
"Albacore","Poland",2013,"Import",0,116699,0,1082389.99977576,1.188786535,10.1867756793117
"Tuna N.E.C","Portugal",2013,"Import",0,366334,0,1275191.99979125,1.687412438,4.60621301326112
"Albacore","Portugal",2013,"Import",0,8716548,0,15372881.0003841,20.531725355,2.35548813073708
"Yellow Fin","Portugal",2013,"Import",0,4930836,0,11234422.0019482,14.960182322,3.03400525225337
"Big Eye","Portugal",2013,"Export",0,2559737,8098298.00109554,0,10.612227007,4.14582709356469
"Yellow Fin","Portugal",2013,"Export",0,4169144,9808794.00218577,0,13.115120649,3.14575861351875
"Blue Fin","Portugal",2013,"Export",0,240408,2919979.99928104,0,3.865136292,16.0774029649596
"Big Eye","Portugal",2013,"Import",0,820648,0,1781881.00068353,2.361469581,2.877566972685
"Albacore","Portugal",2013,"Export",0,1664064,4169628.99936153,0,5.461014756,3.28173360880351
"Blue Fin","Portugal",2013,"Import",0,44494,0,356844.000833073,0.474757036,10.6701361082393
"Blue Fin","Qatar",2013,"Import",0,27000,0,101512.061152061,0.027887901,1.03288522222222
"Albacore","Qatar",2013,"Import",0,900641,0,2350622.13850214,0.645774667,0.717016732527167
"Blue Fin","Romania",2013,"Import",0,1138,0,16771.7798468793,0.018860973,16.5737899824253
"Tuna N.E.C","Romania",2013,"Import",0,31043,0,140311.020651028,0.152903956,4.9255534581065
"Yellow Fin","Romania",2013,"Import",0,23881,0,256836.010005329,0.298021989,12.4794601984842
"Albacore","Romania",2013,"Import",0,2365,0,9786.38985331974,0.011004519,4.65307357293869
"Tuna N.E.C","Russian Federation",2013,"Import",0,252350,0,707710,0.70771,2.80447790766792
"Yellow Fin","Russian Federation",2013,"Import",0,5798,0,54522,0.054522,9.40358744394619
"Tuna N.E.C","Russian Federation",2013,"Export",0,647,11054,0,0.011054,17.0850077279753
"Blue Fin","Russian Federation",2013,"Import",0,11873,0,214335,0.214335,18.0523035458604
"Tuna N.E.C","Rwanda",2013,"Import",0,109942,54896670.0551029,54897697.2329205,0.084546088,0.769006276036456
"Yellow Fin","Rwanda",2013,"Import",0,1200,739999.873879101,739999.873879101,0.001154647,0.962205833333333
"Tuna N.E.C","Senegal",2013,"Export",0,18560490,8472278475.51689,0,16.920037771,0.911615898664313
"Big Eye","Senegal",2013,"Export",0,677572,338259868.569991,0,0.682267949,1.00693055350575
"Yellow Fin","Senegal",2013,"Export",0,2673743,1755693115.46328,0,3.544392441,1.32562944194711
"Albacore","Senegal",2013,"Export",0,375,212422.959741472,0,0.00042731,1.13949333333333
"Yellow Fin","Serbia",2013,"Import",0,53584,0,304479,0.304479,5.68227455957002
"Tuna N.E.C","Seychelles",2013,"Import",0,56045184.92,0,4866671338.61621,405.073726068,7.22762761236688
"Yellow Fin","India",2013,"Export",0,13340074,1895803979.79035,0,32.155549675,2.41044762382877
"Tuna N.E.C","India",2013,"Export",0,12892516,1677729177.19974,0,28.799890882,2.23384565758926
"Tuna N.E.C","Singapore",2013,"Import",0,870220,0,7527887.99825296,6.009729995,6.90598928431891
"Tuna N.E.C","Singapore",2013,"Export",0,769630,2592336.00078285,0,2.069600112,2.68908451073893
"Big Eye","Singapore",2013,"Export",0,272650,1524996.00060602,0,1.215850922,4.45938353933614
"Albacore","Singapore",2013,"Import",0,222030,0,581296.999133142,0.464920465,2.09395336215827
"Blue Fin","Singapore",2013,"Import",0,24470,0,1436999.00306483,1.148647747,46.941060359624
"Albacore","Singapore",2013,"Export",0,213310,452681.998597538,0,0.361195203,1.69328771740659
"Yellow Fin","Singapore",2013,"Import",0,976850,0,4660388.00067635,3.707006345,3.79485729129344
"Yellow Fin","Singapore",2013,"Export",0,880720,4352017.99789641,0,3.459304241,3.92781388068853
"Big Eye","Singapore",2013,"Import",0,282890,0,1382380.99803517,1.101382056,3.89332269079854
"Blue Fin","Slovakia",2013,"Import",0,8207,70442.9991317042,70442.9991317042,0.093189609,11.3548932618496
"Big Eye","Slovakia",2013,"Import",0,55316,60634.9981437775,60634.9981437775,0.080352237,1.45260389399089
"Albacore","Slovakia",2013,"Import",0,95109,29310.999216147,29310.999216147,0.039571836,0.41606825852443
"Yellow Fin","Slovakia",2013,"Import",0,5915,86701.9989867527,86701.9989867527,0.114855797,19.4177171597633
"Yellow Fin","Slovenia",2013,"Import",0,17855.369,0,201157.708,0.204126828,11.432238000794
"Albacore","Slovenia",2013,"Import",0,5979.619,0,73304.188,0.076110068,12.7282470672463
"Blue Fin","Slovenia",2013,"Import",0,6638.993,0,106674.122,0.109621682,16.5117935807433
"Tuna N.E.C","Slovenia",2013,"Import",0,306.081,0,3848.131,0.003866611,12.6326397260856
"Big Eye","Slovenia",2013,"Import",0,1040.431,0,28224.154,0.029108114,27.9769768490174
"Albacore","South Africa",2013,"Export",0,2847249.62,77407795.9671962,0,8.208412065,2.88292674001656
"Tuna N.E.C","South Africa",2013,"Export",0,238419.48,6870085.99933956,0,0.690802651,2.89742537396693
"Blue Fin","South Africa",2013,"Export",0,13145.28,921032.003649023,0,0.09382328,7.13741205968987
"Big Eye","South Africa",2013,"Import",0,213816,1668921.99145842,0,0.16560516,0.774521831855427
"Big Eye","South Africa",2013,"Export",0,315847.3,24202800.9688671,0,2.434019452,7.70631710956529
"Yellow Fin","South Africa",2013,"Export",0,382388.97,18891320.9841933,0,1.928209839,5.04253519394139
"Yellow Fin","South Africa",2013,"Import",0,268401.26,4883753.00113908,0,0.525738425,1.95877778293589
"Albacore","South Africa",2013,"Import",0,53847.65,1130771.99400074,0,0.117652322,2.18491098497335
"Tuna N.E.C","South Africa",2013,"Import",0,96499.64,4892950.00763211,0,0.505325705,5.23655533844479
"Tuna N.E.C","Spain",2013,"Export",0,1241446.58,3543413.02265921,0,4.70265015,3.78804068234656
"Yellow Fin","Spain",2013,"Import",0,88118992.46,0,213571940.017274,282.37535511,3.20447780015391
"Yellow Fin","Spain",2013,"Export",0,76258847.115,155223546.016547,0,206.266633361,2.70482234080913
"Blue Fin","Spain",2013,"Export",0,2098540.414,35453562.643598,0,46.796535947,22.2995638467604
"Big Eye","Spain",2013,"Export",0,22619722.71,36957722.779952,0,48.885974388,2.16121015340245
"Albacore","Spain",2013,"Export",0,3086583.845,18785438.2291648,0,24.885638708,8.06251829131828
"Albacore","Spain",2013,"Import",0,23698326.52,0,55632083.1053469,74.134635132,3.12826456625259
"Tuna N.E.C","Spain",2013,"Import",0,898259.1,0,1905411.85473331,2.530889155,2.81754914033156
"Big Eye","Spain",2013,"Import",0,11537799.16,0,27343206.1900048,36.209802434,3.13836303890039
"Blue Fin","Spain",2013,"Import",0,2066828.28,0,8891673.66111798,11.725339643,5.67310780313109
"Tuna N.E.C","Eswatini",2013,"Export",0,100,6498.00724741098,0,0.000682346,6.82346
"Tuna N.E.C","Eswatini",2013,"Import",0,517.26,0,12068.2205739854,0.001275965,2.46677686269961
"Blue Fin","Eswatini",2013,"Import",0,81.97,0,2543.1222164938,0.000271275,3.30944247895572
"Big Eye","Sweden",2013,"Export",0,12485.966,183000,0,0.02814249,2.2539297319887
"Tuna N.E.C","Sweden",2013,"Import",0,59250.239,0,1891000,0.289335136,4.88327373666797
"Yellow Fin","Sweden",2013,"Import",0,58120.847,0,5468000,0.836451924,14.3915990074955
"Big Eye","Sweden",2013,"Import",0,17061.817,0,308000,0.047480551,2.78285431147222
"Albacore","Sweden",2013,"Import",0,20762.348,0,1147000,0.176326441,8.49260599042074
"Yellow Fin","Switzerland",2013,"Import",0,10832,0,138188.999438568,0.148996063,13.755175683161
"Blue Fin","Switzerland",2013,"Import",0,12709,0,326776.000265474,0.352458992,27.7330232118971
"Tuna N.E.C","Switzerland",2013,"Import",0,9287,0,77881.9989671564,0.084149473,9.06099633896845
"Yellow Fin","Thailand",2013,"Export",0,10816646,35271690,0,35.27169,3.2608712534366
"Albacore","Thailand",2013,"Import",0,48481721,0,122183646,122.183646,2.52020026269282
"Big Eye","Thailand",2013,"Import",0,15968221,0,35161851,35.161851,2.20198925102552
"Yellow Fin","Thailand",2013,"Import",0,107662916,0,251690305,251.690305,2.33776228947765
"Tuna N.E.C","Thailand",2013,"Import",0,10808841,0,10966831,10.966831,1.01461673827934
"Tuna N.E.C","Thailand",2013,"Export",0,719207,776595,0,0.776595,1.07979343916286
"Albacore","Thailand",2013,"Export",0,82850,391216,0,0.391216,4.72197948098974
"Blue Fin","Thailand",2013,"Import",0,52445,0,3273629,3.273629,62.4202307178949
"Big Eye","Thailand",2013,"Export",0,251432,916343,0,0.916343,3.64449632505011
"Tuna N.E.C","Togo",2013,"Import",0,1676467,0,535122514.156148,1.077328747,0.642618522762452
"Big Eye","Trinidad and Tobago",2013,"Export",0,242389,3771914.99828017,0,0.585588933,2.41590556089592
"Tuna N.E.C","Trinidad and Tobago",2013,"Import",0,22907,0,405520.013809226,0.062992989,2.74994495132492
"Tuna N.E.C","Trinidad and Tobago",2013,"Export",0,11334,376943.010136347,0,0.058553523,5.16618343038645
"Albacore","Trinidad and Tobago",2013,"Export",0,57466,838108.000506366,0,0.129929958,2.26098837573522
"Yellow Fin","Trinidad and Tobago",2013,"Export",0,932209,15627704.9959337,0,2.426062234,2.60248746150273
"Yellow Fin","Trinidad and Tobago",2013,"Import",0,45411,0,624874.994219707,0.097082784,2.13786932681509
"Tuna N.E.C","Türkiye",2013,"Import",0,216535,335825,352256,0.352256,1.62678550811647
"Blue Fin","Türkiye",2013,"Export",0,2035774,39079595,0,39.079595,19.1964309397802
"Albacore","Türkiye",2013,"Import",0,2991,9350,10256,0.010256,3.42895352724841
"Blue Fin","Türkiye",2013,"Import",0,3386,18829,21253,0.021253,6.2767277023036
"Albacore","Türkiye",2013,"Export",0,36878,238607,0,0.238607,6.47017191821682
"Blue Fin","Ukraine",2013,"Import",0,439.29,0,5303.51,0.00530351,12.0729131097908
"Tuna N.E.C","Ukraine",2013,"Export",0,87.385,679.35,0,0.00067935,7.77421754305659
"Tuna N.E.C","Egypt",2013,"Export",0,0,4056485.8273974,0,0.584681974,Inf
"Yellow Fin","Egypt",2013,"Export",0,0,49897.1881687297,0,0.007473116,Inf
"Albacore","Egypt",2013,"Export",0,0,409448.799650519,0,0.059572723,Inf
"Blue Fin","United Kingdom",2013,"Import",0,23990,0,80079.9989787462,0.126489463,5.27259120466861
"Yellow Fin","United Kingdom",2013,"Import",0,237991,0,1900026.00045525,2.955689575,12.4193333991622
"Tuna N.E.C","United Kingdom",2013,"Export",0,393408,442032.000429438,0,0.685538586,1.74256391837482
"Albacore","United Kingdom",2013,"Export",0,55058,78741.9984663646,0,0.122171156,2.21895375785535
"Yellow Fin","United Kingdom",2013,"Export",0,20945,148080.999948612,0,0.232868616,11.1181005490571
"Albacore","United Kingdom",2013,"Import",0,173979,0,1162237.99816182,1.807686089,10.3902545077279
"Tuna N.E.C","United Kingdom",2013,"Import",0,79359,0,104931.000958884,0.163789995,2.0639120326617
"Albacore","USA",2013,"Export",0,0,40087829,0,40.087829,Inf
"Yellow Fin","USA",2013,"Import",0,0,0,221546101,221.546101,Inf
"Tuna N.E.C","USA",2013,"Export",0,0,3770617,0,3.770617,Inf
"Albacore","USA",2013,"Import",0,0,0,10436219,10.436219,Inf
"Blue Fin","USA",2013,"Import",0,0,0,22956136,22.956136,Inf
"Yellow Fin","USA",2013,"Export",0,0,6506332,0,6.506332,Inf
"Big Eye","USA",2013,"Import",0,0,0,46188881,46.188881,Inf
"Blue Fin","USA",2013,"Export",0,0,3423136,0,3.423136,Inf
"Tuna N.E.C","USA",2013,"Import",0,0,0,4046136,4.046136,Inf
"Big Eye","USA",2013,"Export",0,0,2336607,0,2.336607,Inf
"Tuna N.E.C","Burkina Faso",2013,"Import",0,600,0,120000.098729353,0.000243089,0.405148333333333
"Tuna N.E.C","Zambia",2013,"Import",0,5323.889,0,82210.490198017,0.015254438,2.86528100041154
"Blue Fin","Algeria",2013,"Import",0,821,0,24313.393,0.024313393,29.6143641900122
"Albacore","Argentina",2013,"Import",0,5960,0,23549.17,0.02354917,3.95120302013423
"Albacore","Australia",2013,"Export",0,260968.3,873827.999532057,0,0.817472098,3.13245745939258
"Yellow Fin","Barbados",2013,"Import",0,98688,0,722189,0.3610945,3.65895042963683
"Yellow Fin","Barbados",2013,"Export",0,93914,256178,0,0.128089,1.36389675660711
"Blue Fin","Belgium",2013,"Export",0,7226.48,141489.350642474,0,0.188490972,26.0833728177481
"Blue Fin","Botswana",2013,"Import",0,118.27,0,2995.00853425435,0.000364221,3.07957216538429
"Tuna N.E.C","Belize",2013,"Import",0,970,0,2261.91,0.001130955,1.16593298969072
"Big Eye","Bulgaria",2013,"Import",0,950,0,2001.00011714403,0.002198017,2.31370210526316
"Yellow Fin","Canada",2013,"Export",0,53383,652852.999311306,0,0.629828605,11.7982991776408
"Blue Fin","Canada",2013,"Export",0,380362,7604130.9987755,0,7.33928939,19.2955379086239
"Big Eye","El Salvador",2013,"Import",0,1399918.9,0,3088897.59,3.08889759,2.20648323985054
"Tuna N.E.C","Ethiopia",2013,"Import",0,707.43,0,45774.6945314775,0.002455957,3.47166080036187
"Yellow Fin","Finland",2013,"Import",0,610,0,3043.00039344936,0.003992608,6.54525901639344
"Tuna N.E.C","Finland",2013,"Import",0,1044,0,4591.00027631617,0.006039639,5.78509482758621
"Blue Fin","Finland",2013,"Import",0,8,0,50,6.6795e-05,8.349375
"Tuna N.E.C","Greece",2013,"Import",0,28758,0,76467.0010184092,0.101998138,3.54677439321232
"Tuna N.E.C","Guatemala",2013,"Import",0,160,0,921,0.000921,5.75625
"Yellow Fin","China, Hong Kong SAR",2013,"Export",0,111482,10399411.990021,0,1.340862197,12.027611605461
"Yellow Fin","Côte d'Ivoire",2013,"Import",0,64222,0,94672138.0858447,0.190523478,2.96663881535922
"Tuna N.E.C","Japan",2013,"Export",0,134405,10212000,0,0.102291159,0.761066619545404
"Big Eye","Kazakhstan",2013,"Import",0,0,0,876,0.000876,Inf
"Tuna N.E.C","Kazakhstan",2013,"Import",0,0.15,0,5267.12,0.00526712,35114.1333333333
"Albacore","Lesotho",2013,"Import",20,27.976,0,101288.990205247,0.010012582,357.898984844152
"Big Eye","Latvia",2013,"Import",0,20699,0,17297.0007392262,0.03310307,1.59925938451133
"Yellow Fin","Latvia",2013,"Import",0,4343,0,16397.9992450451,0.031010082,7.14024453142989
"Yellow Fin","Latvia",2013,"Export",0,2312,13412.9999077999,0,0.025358668,10.9682820069204
"Yellow Fin","Lithuania",2013,"Import",0,2143.4,0,23392,0.023392,10.9135019128487
"Blue Fin","Luxembourg",2013,"Export",0,42,498.000282135246,0,0.000650389,15.4854523809524
"Albacore","Madagascar",2013,"Import",0,1120761,0,5916629278.41864,2.655778785,2.36962098520559
"Tuna N.E.C","Madagascar",2013,"Export",0,1488,12460673.7120211,0,0.005659638,3.80352016129032
"Tuna N.E.C","Mexico",2013,"Import",0,5641.69,0,86569,0.086569,15.3445155618263
"Yellow Fin","Montenegro",2013,"Import",0,4417.06,0,49824.9893739606,0.065926717,14.9254746369757
"Tuna N.E.C","Montenegro",2013,"Import",0,36.77,0,498.400023074847,0.000656802,17.862442208322
"Tuna N.E.C","Morocco",2013,"Export",0,18057,378947.812425723,0,0.045834517,2.53832402946226
"Tuna N.E.C","Nicaragua",2013,"Import",0,72.52,0,1387.35,0.00138735,19.130584666299
"Tuna N.E.C","Norway",2013,"Import",0,1710,0,42882.999070564,0.007509675,4.39162280701754
"Tuna N.E.C","Philippines",2013,"Export",0,5532,136089,0,0.136089,24.6003253796096
"Yellow Fin","Russian Federation",2013,"Export",0,50,1528,0,0.001528,30.56
